Element 1 ID	Element 2 ID	STRING escore	STRING tscore	STRING dscore
P19838	Q02223	0	347	0
P19838	Q02223	0	347	0
P19838	P15104	138	97	0
P19838	P15104	138	97	0
GO:0006955	P17693	IBA		
GO:0006955	P17693	IBA		
Q8NHL6	P43403	50	285	0
Q8NHL6	P43403	50	285	0
P10144	O95944	0	582	0
P10144	O95944	0	582	0
O14763	Q13241	0	224	0
O14763	Q13241	0	224	0
O14763	P26718	0	429	0
O14763	P26718	0	429	0
P48023	P25445	0	186	0
P48023	P25445	0	186	0
P48023	P25445			
P48023	P25445			
P48023	P25942	0	771	0
P48023	P25942	0	771	0
GO:0006915	P25445	IDA		
P51685	P22362.S	379	763	900
P51685	P22362.S	379	763	900
GO:0042110	P10747	IGI		
P10747	Q06124	0	480	0
P10747	Q06124	0	480	0
Q15672	Q08117	0	222	0
Q15672	Q08117	0	222	0
P01730	P10747	336	590	900
P01730	P10747	336	590	900
P02786	P08235	0	230	0
P02786	P08235	0	230	0
P01588	P29317	0	543	0
P01588	P29317	0	543	0
Q15672	Q16552	0	199	0
Q15672	Q16552	0	199	0
Q16552	P31944	0	234	0
Q16552	P31944	0	234	0
Q15672	P01579	0	188	0
Q15672	P01579	0	188	0
P31944	Q16552	0	234	0
P31944	Q16552	0	234	0
P01375	P20138	0	473	0
P01375	P20138	0	473	0
P13591	P60568	0	878	0
P13591	P60568	0	878	0
P36575	P04626	0	196	0
P36575	P04626	0	196	0
Q15399	P49238	0	449	0
Q15399	P49238	0	449	0
Q16568	Q9NZQ7	0	647	0
Q16568	Q9NZQ7	0	647	0
P01730	P60568	0	684	0
P01730	P60568	0	684	0
P13232	P60568	0	920	0
P13232	P60568	0	920	0
GO:0042098	O43557	NAS		
P32248	P10747	0	838	0
P32248	P10747	0	838	0
P32248	P43489	0	569	0
P32248	P43489	0	569	0
P32248	P10747	0	838	0
P32248	P10747	0	838	0
Q07817	P43489	0	471	0
Q07817	P43489	0	471	0
P22301	P60568	0	957	0
P22301	P60568	0	957	0
P22301	P60568	0	957	0
P22301	P60568	0	957	0
P22301	P10747	0	887	0
P22301	P10747	0	887	0
P22301	P60568	0	957	0
P22301	P60568	0	957	0
P60568	P10747	0	956	0
P60568	P10747	0	956	0
P01579	P20273	0	222	0
P01579	P20273	0	222	0
P04626	Q9NZQ7	0	669	0
P04626	Q9NZQ7	0	669	0
Q9NZQ7	P04626	0	669	0
Q9NZQ7	P04626	0	669	0
GO:0006955	Q9NZQ7	IDA		
P04626	Q9NZQ7	0	669	0
P04626	Q9NZQ7	0	669	0
P60568	Q9NZQ7	0	852	0
P60568	Q9NZQ7	0	852	0
P60568	Q9NZQ7	0	852	0
P60568	Q9NZQ7	0	852	0
P60568	P10747	0	956	0
P60568	P10747	0	956	0
P60568	P15391	0	800	0
P60568	P15391	0	800	0
P08174	P42574	0	296	0
P08174	P42574	0	296	0
P50591	P01375	0	710	0
P50591	P01375	0	710	0
P27797	P08174	0	266	0
P27797	P08174	0	266	0
P50591	P48023	0	327	900
P50591	P48023	0	327	900
B7ZLG1	P32970.T	0	528	0
B7ZLG1	P32970.T	0	528	0
Q15672	P36575	0	160	0
Q15672	P36575	0	160	0
Q07011	Q02223	0	382	0
Q07011	Q02223	0	382	0
P01579	Q07011	0	547	0
P01579	Q07011	0	547	0
GO:0006915	P48023	TAS		
Q29983	P26718.T	800	984	800
Q29983	P26718.T	800	984	800
Q9BZM6	P26718.T	0	868	800
Q9BZM6	P26718.T	0	868	800
Q9BZM5	P26718.T	0	917	800
Q9BZM5	P26718.T	0	917	800
P14151	P17813	0	311	0
P14151	P17813	0	311	0
Q07108	P17813	0	248	0
Q07108	P17813	0	248	0
P14151	P17813	0	311	0
P14151	P17813	0	311	0
Q07108	P17813	0	248	0
Q07108	P17813	0	248	0
P15391	P60033	313	836	900
P15391	P60033	313	836	900
P15391	P60033			
GO:0007165	P36575	IEA		
GO:0006915	P25445	IDA		
Q15672	P36575	0	160	0
Q15672	P36575	0	160	0
P60568	P01730	0	684	0
P60568	P01730	0	684	0
Q86YL7	P01374	0	169	0
Q86YL7	P01374	0	169	0
Q86YL7	P01375	0	322	0
Q86YL7	P01375	0	322	0
P15151	Q495A1	870	847	800
P15151	Q495A1	870	847	800
GO:0006955	Q5ZPR3	NAS		
P10747	P60568	0	956	0
P10747	P60568	0	956	0
Q9NZQ7	P04141	0	677	0
Q9NZQ7	P04141	0	677	0
Q16568	P16410	0	710	0
Q16568	P16410	0	710	0
GO:0006955	P16410	TAS		
B7ZLG1	Q9UKS7	299	555	0
B7ZLG1	Q9UKS7	299	555	0
Q9BZS1	O00300	0	243	0
Q9BZS1	O00300	0	243	0
P16871	B7ZLG1.T	98	860	0
P16871	B7ZLG1.T	98	860	0
P01375	B7ZLG1.T	379	817	0
P01375	B7ZLG1.T	379	817	0
Q8N5D0	P49961	0	710	0
Q8N5D0	P49961	0	710	0
P01589	B7ZLG1	269	802	900
P01589	B7ZLG1	269	802	900
P01589	B7ZLG1.T	269	802	900
P01589	B7ZLG1.T	269	802	900
P16410	B7ZLG1	268	961	900
P16410	B7ZLG1	268	961	900
P16410	B7ZLG1.T	268	961	900
P16410	B7ZLG1.T	268	961	900
P60568	P06239	0	710	900
P60568	P06239	0	710	900
P43403	P06239	472	270	900
P43403	P06239	472	270	900
P43403	P06239			
P43403	P06239			
P43403	P06239			
P43403	P06239			
PF02189	P10747	0	718	720
PF02189	P10747	0	718	720
VAV	P10747	379	786	900
VAV	P10747	379	786	900
GO:0030154	P26718	IEA		
Q07011	P26718	0	731	0
Q07011	P26718	0	731	0
Q9UBK5	P26718	183	858	800
Q9UBK5	P26718	183	858	800
Q9UBK5	P26718			
GO:0006954	P05231	IDA		
P01589	P01730	336	640	0
P01589	P01730	336	640	0
P10144	P01730	0	441	0
P10144	P01730	0	441	0
GO:0042110	P01730	IBA		
P36575	P51679	193	49	0
P36575	P51679	193	49	0
P18627	P09919	0	165	0
P18627	P09919	0	165	0
Q8TDQ0	P09919	0	213	0
Q8TDQ0	P09919	0	213	0
Q8TDQ0	P09919	0	213	0
Q8TDQ0	P09919	0	213	0
P51654	P08575	124	147	0
P51654	P08575	124	147	0
Q07011	P15391	0	677	0
Q07011	P15391	0	677	0
Q8WXI8	P15391	0	135	0
Q8WXI8	P15391	0	135	0
Q8WXI8	P10747	0	193	0
Q8WXI8	P10747	0	193	0
P13232	P10747	0	746	0
P13232	P10747	0	746	0
P06239	Q07011	0	610	0
P06239	Q07011	0	610	0
P13232	P40933	0	922	0
P13232	P40933	0	922	0
P13232	P60568	0	920	0
P13232	P60568	0	920	0
P13232	Q9GZX6	0	560	0
P13232	Q9GZX6	0	560	0
P40763	Q9GZX6	0	837	900
P40763	Q9GZX6	0	837	900
P40763	Q9GZX6			
P40763	Q9GZX6			
GO:0008283	P40763	IEA		
Q9NZQ7	P40763	0	860	0
Q9NZQ7	P40763	0	860	0
Q495A1	Q92692	870	680	800
Q495A1	Q92692	870	680	800
P49961	P05231	0	515	0
P49961	P05231	0	515	0
P16871	O94900.T	0	212	0
P16871	O94900.T	0	212	0
P20823	O94900.T	53	140	0
P20823	O94900.T	53	140	0
Q495A1	P21589	0	309	0
Q495A1	P21589	0	309	0
P36575	P51681	193	101	0
P36575	P51681	193	101	0
P20273	Q9NZQ7	0	293	0
P20273	Q9NZQ7	0	293	0
Q9NZQ7	O60885	0	227	0
Q9NZQ7	O60885	0	227	0
Q9NZQ7	P01106	0	442	0
Q9NZQ7	P01106	0	442	0
Q15672	P36575	0	160	0
Q15672	P36575	0	160	0
Q15672	P36575	0	160	0
Q15672	P36575	0	160	0
P18621	P49589	0	67	0
P18621	P49589	0	67	0
Q02223	P15391	0	516	0
Q02223	P15391	0	516	0
Q07011	P10747	0	807	0
Q07011	P10747	0	807	0
P60568	Q07011	0	828	0
P60568	Q07011	0	828	0
P60568	P10747	0	956	0
P60568	P10747	0	956	0
Q8IXH7	P10747	0	556	0
Q8IXH7	P10747	0	556	0
GO:0019835	P10144	IEA		
P10144	Q07011	0	630	0
P10144	Q07011	0	630	0
GO:0008283	Q5ZPR3	NAS		
B7ZLG1	O60602	57	640	0
B7ZLG1	O60602	57	640	0
P22301	O60603	157	928	0
P22301	O60603	157	928	0
P01730	O60603	0	282	0
P01730	O60603	0	282	0
B7ZLG1	O60603	57	803	0
B7ZLG1	O60603	57	803	0
P22301	159603	0	164	700
P22301	O60602	157	766	0
P22301	O60602	157	766	0
P60568	O60603	0	680	0
P60568	O60603	0	680	0
P10145	O60603	0	909	0
P10145	O60603	0	909	0
P10145	O60602	0	858	0
P10145	O60602	0	858	0
GO:0034134	O60603	IEA		
Q9Y4K3	P01375	0	734	900
Q9Y4K3	P01375	0	734	900
Q8IXH7	O60603	0	511	0
Q8IXH7	O60603	0	511	0
GO:0006955	O60603	TAS		
P18627	P01730	0	310	0
P18627	P01730	0	310	0
P05231	Q16568	0	473	0
P05231	Q16568	0	473	0
Q16568	P05231	0	473	0
Q16568	P05231	0	473	0
P55211	Q16568	0	429	0
P55211	Q16568	0	429	0
P05231	Q15672	0	658	0
P05231	Q15672	0	658	0
P05231	P14778	0	810	0
P05231	P14778	0	810	0
P42081	P01730	0	404	900
P42081	P01730	0	404	900
P60568	P01730	0	684	0
P60568	P01730	0	684	0
Q8IXH7	P01730	0	267	0
Q8IXH7	P01730	0	267	0
P60568	P01375	0	957	0
P60568	P01375	0	957	0
P60568	Q13191	0	192	0
P60568	Q13191	0	192	0
P11274	P11912	0	138	900
P11274	P11912	0	138	900
P11274	P40259	0	64	900
P11274	P40259	0	64	900
Q16611	P10415	826	195	900
Q16611	P10415	826	195	900
Q07812	P10415	580	287	900
Q07812	P10415	580	287	900
GO:0006915	P10415	IDA		
P49841	P15941	379	491	0
P49841	P15941	379	491	0
P60568	P15941	0	554	0
P60568	P15941	0	554	0
P01375	P15941	0	685	0
P01375	P15941	0	685	0
Q14116	P29466	379	972	900
Q14116	P29466	379	972	900
Q14116	P29466			
Q96P20	Q86WV6	0	355	0
Q96P20	Q86WV6	0	355	0
Q96P20	P29466	0	972	900
Q96P20	P29466	0	972	900
Q96P20	P29466			
Q9UPY5	P04637	0	424	0
Q9UPY5	P04637	0	424	0
GO:0070269	P57764	ISS		
Q9UPY5	Q16236	0	736	0
Q9UPY5	Q16236	0	736	0
P36575	Q15672	0	160	0
P36575	Q15672	0	160	0
P26842	Q07817	0	399	0
P26842	Q07817	0	399	0
P25054	P35968	0	150	0
P25054	P35968	0	150	0
P02774	B7ZLG1	56	169	0
P02774	B7ZLG1	56	169	0
P01730	P22301	0	543	0
P01730	P22301	0	543	0
P25054	P22301	0	197	0
P25054	P22301	0	197	0
Q16568	P22301	0	427	0
Q16568	P22301	0	427	0
P22301	Q13651	870	923	900
P22301	Q13651	870	923	900
P22301	Q13651			
P22301	Q13651			
P06731	P22301	0	381	0
P06731	P22301	0	381	0
P10144	P22301	0	818	0
P10144	P22301	0	818	0
P01579	P22301	0	944	0
P01579	P22301	0	944	0
P02743	P29965	0	152	0
P02743	P29965	0	152	0
P22301	P43489	0	652	0
P22301	P43489	0	652	0
P22301	P10747	0	887	0
P22301	P10747	0	887	0
P60568	Q9Y5U5	0	709	0
P60568	Q9Y5U5	0	709	0
P60568	P43489	0	841	0
P60568	P43489	0	841	0
Q8IXH7	P28908	0	246	0
Q8IXH7	P28908	0	246	0
Q8IXH7	Q9Y6W8	0	211	0
Q8IXH7	Q9Y6W8	0	211	0
O75888	Q02223	379	640	900
O75888	Q02223	379	640	900
O75888	Q02223			
O75888	Q9Y275	379	228	0
O75888	Q9Y275	379	228	0
O75888	O14836	379	718	900
O75888	O14836	379	718	900
O75888	O14836			
Q9Y275	O14836	379	950	900
Q9Y275	O14836	379	950	900
Q9Y275	O14836			
P27216	P04637	0	196	0
P27216	P04637	0	196	0
P28907	P01730	336	388	0
P28907	P01730	336	388	0
P17948	P36888	0	232	0
P17948	P36888	0	232	0
P49771	P36888	870	836	900
P49771	P36888	870	836	900
P49771	P36888			
P49771	P36888			
P49771	P36888			
784	P04040	690	999	900
P36575	P04626	0	196	0
P36575	P04626	0	196	0
P42574	P48023	0	795	0
P42574	P48023	0	795	0
P02741	P05231	0	970	0
P02741	P05231	0	970	0
P42574	P25445	0	330	0
P42574	P25445	0	330	0
P03372	Q16568	0	212	0
P03372	Q16568	0	212	0
P04233	P28906	0	258	0
P04233	P28906	0	258	0
Q02223	P43489	0	356	0
Q02223	P43489	0	356	0
GO:0007165	P36575	IEA		
P26718	Q9UBK5	183	858	800
P26718	Q9UBK5	183	858	800
P26718	Q9UBK5			
GO:0080111	Q6N021	IDA		
P01579	P10747	0	772	0
P01579	P10747	0	772	0
P01579	P10747	0	772	0
P01579	P10747	0	772	0
Q02223	Q9NQ25	0	422	0
Q02223	Q9NQ25	0	422	0
Q15672	P36575	0	160	0
Q15672	P36575	0	160	0
Q15672	P09919	0	157	0
Q15672	P09919	0	157	0
GO:0042110	P10747	IGI		
GO:0008283	P15104	IDA		
O14836	Q02223	0	870	0
O14836	Q02223	0	870	0
O14836	Q02223			
O14836	Q02223	0	870	0
O14836	Q02223	0	870	0
O14836	Q02223			
P10145	P06127	0	284	0
P10145	P06127	0	284	0
P06734	P05412	0	187	0
P06734	P05412	0	187	0
GO:0006915	P55211	IMP		
P10747	Q9NZQ7	0	768	0
P10747	Q9NZQ7	0	768	0
P32970	P26842	379	922	900
P32970	P26842	379	922	900
P32970	P26842			
P10144	Q9NZQ7	0	670	0
P10144	Q9NZQ7	0	670	0
P05089	P19838	0	135	900
P05089	P19838	0	135	900
GO:0008283	P32970	TAS		
Q06124	Q9NZQ7	379	570	900
Q06124	Q9NZQ7	379	570	900
Q06124	Q9NZQ7			
Q06124	Q9NZQ7	379	570	900
Q06124	Q9NZQ7	379	570	900
Q06124	Q9NZQ7			
Q9NZQ7	P01589	0	435	0
Q9NZQ7	P01589	0	435	0
Q9NZQ7	P01730	0	299	900
Q9NZQ7	P01730	0	299	900
P60568	P06239	0	710	900
P60568	P06239	0	710	900
P49768	Q02223	0	221	0
P49768	Q02223	0	221	0
P40933	P01730	0	389	0
P40933	P01730	0	389	0
P13232	P01730	0	446	0
P13232	P01730	0	446	0
P25116	P03956	516	718	0
P25116	P03956	516	718	0
P25116	P03956	516	718	0
P25116	P03956	516	718	0
P40763	P05231	269	970	900
P40763	P05231	269	970	900
P40763	P05231			
P40763	P05231			
P40763	P05231			
P03956	P25116.T	516	718	0
P03956	P25116.T	516	718	0
Q13114	Q12933	543	130	900
Q13114	Q12933	543	130	900
Q13114	Q12933			
Q13114	Q12933			
Q13114	Q12933			
Q9Y275	P01375	0	828	900
Q9Y275	P01375	0	828	900
Q07817	Q9Y275	0	473	0
Q07817	Q9Y275	0	473	0
P32248	P10747	0	838	0
P32248	P10747	0	838	0
P32248	P43489	0	569	0
P32248	P43489	0	569	0
P25942	O95819	0	70	900
P25942	O95819	0	70	900
O14920	O15111	910	93	900
O14920	O15111	910	93	900
O14920	O15111			
O14920	O15111			
O14920	O15111			
O14920	O15111			
O14920	O15111			
O14920	O15111			
O14920	O15111			
O14920	O15111			
Q07820	Q9Y275	0	666	0
Q07820	Q9Y275	0	666	0
O43318	Q9Y4K3	994	741	900
O43318	Q9Y4K3	994	741	900
O43318	Q9Y4K3			
O43318	Q9Y4K3			
O43318	Q9Y4K3			
O43318	Q9Y4K3			
O43318	Q9Y4K3			
O43318	Q9Y4K3			
O43318	Q9Y4K3			
O43318	Q9Y4K3			
O43318	Q9Y4K3			
O43318	Q9Y4K3			
O43318	Q9Y4K3			
O43318	Q9Y4K3			
O43318	Q9Y4K3			
O43318	Q9Y4K3			
O43318	Q9Y4K3			
GO:0008283	Q9Y275	TAS		
O15111	O95819	67	207	900
O15111	O95819	67	207	900
P42345	P10747	0	511	0
P42345	P10747	0	511	0
GO:0006413	Q14152	IC		
P16410	Q9NZQ7	320	930	0
P16410	Q9NZQ7	320	930	0
Q8TDQ0	Q9NZQ7	0	806	0
Q8TDQ0	Q9NZQ7	0	806	0
GO:0006955	Q9NZQ7	IDA		
GO:0007165	P36575	IEA		
P60568	Q9NZQ7	0	852	0
P60568	Q9NZQ7	0	852	0
Q02223	O75888	379	640	900
Q02223	O75888	379	640	900
Q02223	O75888			
